"TIME","GEO","NACE_R2","INDIC_SB","Value","Flag and Footnotes"
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Spain","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of enterprises","4,927",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","48,190.3",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Production value","40,692.5",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale","2,384.4",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","12,755.7",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","2,861.3",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","35,373.1",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","5,745.7",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Personnel costs","9,894.4",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","6,793.7",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Social security costs","3,100.6",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","1,357.0",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of persons employed","178,885",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","925",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of employees","177,960",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","165,342",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","France","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Croatia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of enterprises","23,685",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","110,049.8",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Production value","109,152.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale","2,016.6",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","30,235.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","10,272.7",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","81,617.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","4,363.9",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","368.8",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Personnel costs","19,962.7",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","14,233.6",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Social security costs","5,729.0",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","2,160.7",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of persons employed","452,440",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","29,440",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of employees","423,000",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","364,894",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","243.2",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","66.8",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","141.6",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","71.5",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","18.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","47.2",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","93.5",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-1.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs","28.7",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","19.1",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","9.3",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","27.7",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","24.5",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","34.0",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Investment per person employed","4.8",""
"2012","Italy","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","7.1",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Cyprus","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Latvia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Lithuania","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of enterprises","24",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","1,103.9",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Production value","1,067.8",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale","2.3",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","333.7",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","122.8",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","758.7",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","26.4",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","5.7",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Personnel costs","210.9",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","185.1",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Social security costs","25.9",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","63.3",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of persons employed","3,838",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","0",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of employees","3,838",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","3,775",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","287.6",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","87.0",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","158.2",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","87.0",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","19.8",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","55.0",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","100.0",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":","c"
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs","12.3",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","159.9",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","11.1",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","31.3",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","27.8",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","36.8",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Investment per person employed","16.5",""
"2012","Luxembourg","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","19.0",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2012","Hungary","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Production value",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Personnel costs",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Social security costs",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Number of employees",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":","c"
"2012","Malta","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":","c"
